origin_id,destinatio,entry_cost,network_co,exit_cost,total_cost
La Cruz,Alvear,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Caa Cati,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Goya,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Itati,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Ituzaingo,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Santa Lucia,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Mburucuya,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Mercedes,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Monte Caseros,0.0837011,0.8766929,0.2475794,1.2079734
La Cruz,Paso de los Libres,0.0837011,3.0153329,0.0522795,3.1513136
La Cruz,Saladas,0.0837011,3.0153329,0.0522795,3.1513136
La Cruz,San Cosme,0.0837011,3.0153329,0.0522795,3.1513136
La Cruz,San Luis del Palmar,0.0837011,3.0153329,0.0522795,3.1513136
La Cruz,La Cruz,0.0837011,0.0000000,0.0522795,3.1513136
La Cruz,San Miguel,0.0837011,0.0000000,0.0522795,3.1513136
La Cruz,San Roque,0.0837011,0.0000000,0.0522795,3.1513136
La Cruz,Santo Tome,0.0837011,8.9950413,0.0471872,9.1259296
La Cruz,Sauce,0.0837011,8.9950413,0.0471872,9.1259296
San Miguel,Bella Vista,0.5543306,6.2409158,0.2622486,7.0574950
San Miguel,San Antonio de Itati,0.5543306,1.5423928,0.3333160,2.4300394
San Miguel,Corrientes,0.5543306,4.7163216,0.0390951,5.3097473
San Miguel,Concepcion,0.5543306,3.9142903,0.0297577,4.4983785
San Miguel,Curuzu Cuatia,0.5543306,13.4077582,0.2472229,14.2093117
San Miguel,Empedrado,0.5543306,5.0158140,0.2196403,5.7897849
San Miguel,Esquina,0.5543306,16.8902617,0.1333286,17.5779209
San Miguel,Alvear,0.5543306,16.8902617,0.1333286,17.5779209
San Miguel,Caa Cati,0.5543306,0.3917796,0.0570402,1.0031503
San Miguel,Goya,0.5543306,8.0732448,0.4402002,9.0677756
San Miguel,Itati,0.5543306,5.3598877,0.0551088,5.9693271
San Miguel,Ituzaingo,0.5543306,5.3598877,0.0551088,5.9693271
San Miguel,Santa Lucia,0.5543306,7.5910855,0.1879998,8.3334159
San Miguel,Mburucuya,0.5543306,2.6691223,0.1608760,3.3843289
San Miguel,Mercedes,0.5543306,2.6691223,0.1608760,3.3843289
San Miguel,Monte Caseros,0.5543306,15.1493207,0.2510246,15.9546758
San Miguel,Paso de los Libres,0.5543306,15.1493207,0.2510246,15.9546758
San Miguel,Saladas,0.5543306,4.2232751,0.1094186,4.8870242
San Miguel,San Cosme,0.5543306,4.5238766,0.1972984,5.2755056
San Miguel,San Luis del Palmar,0.5543306,3.6377031,0.1978792,4.3899129
San Miguel,La Cruz,0.5543306,3.6377031,0.1978792,4.3899129
San Miguel,San Miguel,0.5543306,0.0000000,0.1978792,4.3899129
San Miguel,San Roque,0.5543306,7.4512513,0.1656358,8.1712176
San Miguel,Santo Tome,0.5543306,7.4512513,0.1656358,8.1712176
San Miguel,Sauce,0.5543306,13.8804860,0.2540973,14.6889138
San Roque,Bella Vista,0.1656358,1.2103355,0.2622486,1.6382198
San Roque,San Antonio de Itati,0.1656358,8.2100848,0.3333160,8.7090367
San Roque,Corrientes,0.1656358,7.3119412,0.0390951,7.5166721
San Roque,Concepcion,0.1656358,6.5738542,0.0297577,6.7692476
San Roque,Curuzu Cuatia,0.1656358,5.9565070,0.2472229,6.3693656
San Roque,Empedrado,0.1656358,5.9607914,0.2196403,6.3460675
San Roque,Esquina,0.1656358,9.4390105,0.1333286,9.7379749
San Roque,Alvear,0.1656358,9.4390105,0.1333286,9.7379749
San Roque,Caa Cati,0.1656358,7.0594717,0.0570402,7.2821476
San Roque,Goya,0.1656358,3.0426644,0.4402002,3.6485004
San Roque,Itati,0.1656358,8.6188207,0.0551088,8.8395653
San Roque,Ituzaingo,0.1656358,8.6188207,0.0551088,8.8395653
San Roque,Santa Lucia,0.1656358,2.5605052,0.1879998,2.9141408
San Roque,Mburucuya,0.1656358,4.7821289,0.1608760,5.1086408
San Roque,Mercedes,0.1656358,4.7821289,0.1608760,5.1086408
San Roque,Monte Caseros,0.1656358,7.6980694,0.2510246,8.1147298
San Roque,Paso de los Libres,0.1656358,7.6980694,0.2510246,8.1147298
San Roque,Saladas,0.1656358,3.2279762,0.1094186,3.5030305
San Roque,San Cosme,0.1656358,7.7828096,0.1972984,8.1457438
San Roque,San Luis del Palmar,0.1656358,6.8966361,0.1978792,7.2601511
San Roque,La Cruz,0.1656358,6.8966361,0.1978792,7.2601511
San Roque,San Miguel,0.1656358,7.4512513,0.5543306,8.1712176
San Roque,San Roque,0.1656358,0.0000000,0.5543306,8.1712176
San Roque,Santo Tome,0.1656358,0.0000000,0.5543306,8.1712176
San Roque,Sauce,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,Bella Vista,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,San Antonio de Itati,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,Corrientes,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,Concepcion,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,Curuzu Cuatia,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,Empedrado,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,Esquina,0.1656358,6.4292347,0.2540973,6.8489678
Santo Tome,Alvear,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Caa Cati,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Goya,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Itati,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Ituzaingo,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Santa Lucia,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Mburucuya,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Mercedes,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Monte Caseros,0.0471872,8.1183484,0.2475794,8.4131150
Santo Tome,Paso de los Libres,0.0471872,12.0103742,0.0522795,12.1098409
Santo Tome,Saladas,0.0471872,12.0103742,0.0522795,12.1098409
Santo Tome,San Cosme,0.0471872,12.0103742,0.0522795,12.1098409
Santo Tome,San Luis del Palmar,0.0471872,12.0103742,0.0522795,12.1098409
Santo Tome,La Cruz,0.0471872,8.9950413,0.0837011,9.1259296
Santo Tome,San Miguel,0.0471872,8.9950413,0.0837011,9.1259296
Santo Tome,San Roque,0.0471872,8.9950413,0.0837011,9.1259296
Santo Tome,Santo Tome,0.0471872,0.0000000,0.0837011,9.1259296
Santo Tome,Sauce,0.0471872,0.0000000,0.0837011,9.1259296
Sauce,Bella Vista,0.2540973,7.6395701,0.2622486,8.1559160
Sauce,San Antonio de Itati,0.2540973,14.6393195,0.3333160,15.2267329
Sauce,Corrientes,0.2540973,13.7411759,0.0390951,14.0343684
Sauce,Concepcion,0.2540973,13.0030888,0.0297577,13.2869438
Sauce,Curuzu Cuatia,0.2540973,2.9170845,0.2472229,3.4184047
Sauce,Empedrado,0.2540973,12.3900261,0.2196403,12.8637637
Sauce,Esquina,0.2540973,3.6978367,0.1333286,4.0852626
Sauce,Alvear,0.2540973,3.6978367,0.1333286,4.0852626
Sauce,Caa Cati,0.2540973,13.4887064,0.0570402,13.7998438
Sauce,Goya,0.2540973,9.4718991,0.4402002,10.1661967
Sauce,Itati,0.2540973,15.0480554,0.0551088,15.3572615
Sauce,Ituzaingo,0.2540973,15.0480554,0.0551088,15.3572615
Sauce,Santa Lucia,0.2540973,8.9897399,0.1879998,9.4318370
Sauce,Mburucuya,0.2540973,11.2113636,0.1608760,11.6263370
Sauce,Mercedes,0.2540973,11.2113636,0.1608760,11.6263370
Sauce,Monte Caseros,0.2540973,4.6586469,0.2510246,5.1637688
Sauce,Paso de los Libres,0.2540973,4.6586469,0.2510246,5.1637688
Sauce,Saladas,0.2540973,9.6572109,0.1094186,10.0207267
Sauce,San Cosme,0.2540973,14.2120443,0.1972984,14.6634400
Sauce,San Luis del Palmar,0.2540973,13.3258708,0.1978792,13.7778473
Sauce,La Cruz,0.2540973,13.3258708,0.1978792,13.7778473
Sauce,San Miguel,0.2540973,13.8804860,0.5543306,14.6889138
Sauce,San Roque,0.2540973,6.4292347,0.1656358,6.8489678
Sauce,Santo Tome,0.2540973,6.4292347,0.1656358,6.8489678
Sauce,Sauce,0.2540973,0.0000000,0.1656358,6.8489678
